-.140000  -.980000   -0.0000004308294973
-.100000  -.980000   -0.0000006941188327
-.060000  -.980000   -0.0000005890050656
-.020000  -.980000   -0.0000001794028918
0.020000  -.980000   -0.0000002159421711
0.060000  -.980000   -0.0000007421903465
0.100000  -.980000   -0.0000009389597757
0.140000  -.980000   -0.0000006108249035
0.180000  -.980000   -0.0000003579463210
-.300000  -.940000   -0.0000001498998377
-.260000  -.940000   -0.0000005493384751
-.220000  -.940000   -0.0000003128645941
-.180000  -.940000   -0.0000004066939200
-.140000  -.940000   -0.0000003156799022
-.100000  -.940000   -0.0000008242337644
-.060000  -.940000   -0.0000003755949096
-.020000  -.940000   -0.0000005732964558
0.020000  -.940000   -0.0000006205169817
0.060000  -.940000   -0.0000005048433640
0.100000  -.940000   -0.0000011254184751
0.140000  -.940000   -0.0000006630116257
0.180000  -.940000   -0.0000009069887632
0.220000  -.940000   -0.0000008821816933
0.260000  -.940000   -0.0000013053862176
0.300000  -.940000   -0.0000008801147084
0.340000  -.940000    0.0000003407881450
-.380000  -.900000   -0.0000002023534038
-.340000  -.900000   -0.0000004547701222
-.300000  -.900000   -0.0000002460475598
-.260000  -.900000   -0.0000004456229194
-.220000  -.900000   -0.0000005121362448
-.180000  -.900000   -0.0000004290907012
-.140000  -.900000   -0.0000009787319458
-.100000  -.900000   -0.0000005659505715
-.060000  -.900000   -0.0000008310489237
-.020000  -.900000   -0.0000009612628495
0.020000  -.900000   -0.0000009466148611
0.060000  -.900000   -0.0000007845463265
0.100000  -.900000   -0.0000004733472741
0.140000  -.900000   -0.0000010173708185
0.180000  -.900000   -0.0000004294230169
0.220000  -.900000   -0.0000007038178330
0.260000  -.900000   -0.0000008100844849
0.300000  -.900000   -0.0000007079854567
0.340000  -.900000   -0.0000012170175072
0.380000  -.900000   -0.0000010947579199
0.420000  -.900000   -0.0000006807109269
-.420000  -.860000   -0.0000002109127545
-.380000  -.860000   -0.0000001086643147
-.340000  -.860000   -0.0000004101424940
-.300000  -.860000   -0.0000006457422540
-.260000  -.860000   -0.0000007615476857
-.220000  -.860000   -0.0000007344467380
-.180000  -.860000   -0.0000013594771902
